gyset	gylfi
indforstået	indforståede
med	alle
alle	alles
mine	min
forbehold	forbeholder
og	af
forhaling	forhalinger
er	

det	de
dur	duer
ikke	
med	men
den	dens
rettelse	rettelse

hm	hmm
lad	la
mig	maa
se	sige
men	man
hvis	vi
jeg	i
finder	finde
på	port
det	dét
bliver	blir
jeg	jer
nødt	nødte
til	at
at	
gøre	gøres
mig	maa
til	et
æresmedlem	æresmedlemme
af	ad
bandet	bandet

og	om
alligevel	alligevel
overraskes	overraskedes
jeg	at jeg
endnu	nu
en	engang
gang	
bliver	blir
mine	min
forestillinger	forestilling
om	omjægerlivet
jæger	jægerlivet
livet	
vendt	vendt
på	paa
hovedet	hoved

først	første
gav	gave
maximian	maximians
afkald	afkaldt
på	pasinarveret
sin	sine
arveret	arverede
til	
det	
østrig	østrigungarske
ungarske	
rige	riger
dernæst	dernæst
underskrev	underskred
han	hans
en	
pagt	pagtmenapoli
med	
napoli	napoleon
og	on
nu	nustaho
staho	
som	så
pariserne	pariserne
kaldte	kaldte
ham	han
på	paa
grund	grunde
af	at
overskægge	overskæggene

jo	joh
det	de
synes	syns
vi	i
du	de
skal	ska
al	alt
sagde	
i	far
far	

frit	frith
brandstrup	brandstrup

halvfems	halvfems
tusind	tusinde
seks	sekshundrede
hundrede	
og	
treogtyve	treogfyrre

kira	keira
tog	tog
sin	sine
top	topaf
af	
og	
gik	gik
ud	ude
på	fra
badeværelset	badeværelse

han	hun
havde	har
boet	boet
her	heri
i	ti
ti	
måneder	månedersiden
siden	sidenhan
han	hans
og	ligeen
lige	lianne
en	
var	
blevet	bleven
skilt	skilt
og	der
der	dér
var	er
stadig	stadigt
nætter	nættere
hvor	hvorhan
han	
savnede	sagnedes
sin	sine
kones	koneskrop
krop	kroppe
i	sengen
sengen	
ved	vedsiden
siden	sident
af	ad
sig	

og	om
hendes	hende
forældre	forælder
så	sig
også	osse
sorte	sortere
og	
hvad	hva
lavede	lavede
de	det
i	sønderjylland
sønderjylland	sønderjyllandene

og	om
om	det
det	de
så	bare
bare	
var	får
for	forhurtigst
hurtigst	
muligt	mulig
at	og
snakke	snakket
om	noget
noget	nogen
andet	anden
eller	ellerom
om	
jeg	jer
til	tilgengæld
gengæld	
for	fra
hendes	
deltagelse	deltaelser
i	mit
mit	
privatliv	privatlivs
ønskede	ønsket
at	vise
vise	
interesse	interessen
for	fra
hendes	hende
arbejde	arbejder
eller	ellerom
om	
jeg	jer
tværtimod	tværtigt
ville	vil
chikanere	chikaneres
hende	henne
ved	at
at	
bringe	bringet
hende	henne
ind	inde
på	
et	ét
emne	
som	så
piner	pinerer
hende	
i	mit
mit	
selskab	selskab
fordi	for
hun	hunter
bilder	bilder
sig	
ind	inde
at	af
det	det
piner	
mig	
i	
hendes	
ender	
det	
ikke	

epilog	epiloger
der	dér
var	han
han	hr

de	det
opgiver	opgir
andre	andres
adresser	adresse
om	omen
en	én
bor	bord
her	hr

en	én
handling	handlingen
kunne	ku
føre	føres
til	tilresultater
resultater	resultatet
der	da
gik	gikstik
stik	stikke
imod	imod
de	det
motiver	motivere
der	da
lå	lo
bag	bagi
i	
den	

lagnet	lagnet
er	har
gledet	gleden
ned	nede
og	at
blotter	blotterer
hende	henne
til	thi
hård	hårkanten
kanten	
navlen	
strutter	strutter
op	oppe
fra	for
maven	maven
når	når
han	hans
kærtegner	kærtegner
hende	henne
med	men
blikkets	blikkets
vellyst	vellyst

og	om
på	paa
en	én
eller	
anden	andenmåde
måde	
vidste	vidstes
begge	beggedrenge
drenge	drengebare
bare	bar
at	når
når	
evan	evanlyn
lyn	
havde	har
truffet	truffet
en	én
beslutning	beslutning
så	som
var	hvor
der	det
intet	intette
de	at de
kunne	ku
sige	sir
der	at der
kunne	ku
få	for
hende	henne
til	at
at	
skifte	skiftes
mening	meningen

med	men
farver	farve
komma	komma
plakater	plakater
komma	komma
hatte	hatter
komma	komma
pjecer	pjecere
komma	komma
bøger	bøger
komma	komma
ja	jeg
komma	
så	som
mænd	
også	osse
de	det
obligatoriske	obligatorisk
engang	engangsejlere
sejlere	
punktum	punktum

ville	vil
hvordan	hvornår

så	sig
skulle	sku
jeg	jer
vejes	veje
og	at
måles	måles
og	at
hvad	hva
ved	vil
jeg	jer
så	skulle
skulle	sku
jeg	synes
synes	syntes
og	at
stemples	stempledes
og	så
så	sig
blev	bliver
jeg	jer
sendt	sendte
et	ét
eller	
andet	andetsted
sted	
hen	henne

hvorfor	hvorfra
ikke	ikke

det	de
kan	ka
være	meget
meget	svært
svært	svær
at	og
komme	
ind	inde
på	fra
tillægsuddannelse	tillægsuddannelsen

lost	lovst
piller	pillede
ved	ved
en	løs
løs	løstråd
tråd	tråd
i	sin
sin	sine
badeshorts	badeshorts

dem	den
bør	bor
vi	vil
udryddet	udrydde

jeg	de
kan	ka
kun	kunne
se	sig
gen	genskinnet
skinnet	
af	ad
følelserne	følelserne
i	deres
deres	
øjne	øjner
og	at
håbe	håber
på	i
i	heldigste
heldigste	
fald	
at	og
bevæge	bevæget
mig	maa
op	over
over	overstoffet
stoffet	stoffet
og	at
fra	for
fugleperspektiv	fugleperspektivet
få	får
et	
glimt	glim
af	ad
forståelse	forståelsen

drengen	drenge
var	er
smuk	smukt
som	så
kun	kunne
et	ét
menneske	
opvoksede	opvokset
i	solskin
solskin	solskind
kan	ka
være	vær
det	dét

i	ind
en	én
buket	bukket
plastic	plastikblomster
blomster	
syner	syntes
et	det
kvinde	kvindehoved
hoved	
frem	fremme

hun	han
sidder	sidder
ved	ved
sove	sovekammervinduet
kammer	
vinduet	
på	
sin	sine
egen	egensammenslåede
sammen	sammenslåede
slåede	
felt	
seng	
og	
foretager	foretagere
sig	så
som	så
sædvanlig	sædvanligt
ikke	det
det	de
mindste	mindst

han	hun
stak	stakke
hånden	håndene
i	en
en	én
af	ad
sine	sin
lommer	lommere
og	
og	trak
trak	trak
et	potteskår
potteskår	potteskår
frem	fremsom
som	så
han	hans
rakte	rak
mig	med

under	under
alle	al
omstændigheder	omstændighederne
er	af
ritt	rita
er	
sigurd	sigurd
fået	for
anlagt	anlagte
en	meget
meget	megen
nydelig	nydeligt
have	haver
oven	ovenpå
på	
den	dem

eftermiddagen	eftermiddagene
ånder	ånder
gylden	gylfi
på	
dem	den
da	der
de	det
går	gå
gennem	gennem
pinje	pinjeskoven
skoven	

han	hun
havde	har
alle	alles
mulige	mulig
våben	våbenhængene
hængende	
over	overkors
kors	
i	
hele	huset
huset	huset

han	hun
var	varede
i	det
det	
hele	
taget	taget
uden	udeni
i	
øvrigt	
at	og
udnytte	udnyttet
sin	sine
forbindelse	forbindelser
med	men
haster	hasterer
er	
i	
denne	
henseende	henseende
meget	meget
høflig	høflige
og	af
beskeden	beskedent
over	overfor
for	
alle	
og	at
forstod	forstå
hvad	hva
der	det
var	endnu
endnu	vigtigere
vigtigere	vigtigerer
end	en
beskedenhed	beskedenheder
og	af
høflighed	høfligheden
at	og
skelne	skelnerigtigt
rigtigt	rigtig
inden	indenfor
for	
herrernes	herrernes
rang	rangforordning
forordning	
og	at
at	behandle
behandle	
enhver	en
sådan	sådant
som	så
det	de
tilkom	tilkomne
ham	hammars
efter	efterhave
hans	han
rang	

ved	vil
en	race
race	raceau
af	ad
december	decemberattenhundrede
atten	attenhundrede
hundrede	
sytten	
blev	blevet
fire	firehundrede
hundrede	
og	
tres	
tilhængere	tilhængeres
arresteret	arresterede
af	ad
charleston	charlestons
ordensmagt	ordensmagter
og	og
anklaget	anklagen
for	fra
at	have
have	ha
købt	
en	én
grund	grundopført
opført	
en	én
bygning	bygning
og	at
der	deri
i	
hengivet	
sig	
til	
en	arts
art	arttilbedelse
tilbedelse	
som	så
var	er
til	tilgene
gene	gener
for	fra
nabolaget	nabolaget

en	én
fjern	fjernambulance
ambulance	
nærmede	nærmede
sig	så

daglige	daglig
arbejdsdag	arbejdsdage
kan	ka
varieres	variere
med	men
kort	kortfrist
frist	

smiler	smile
sjælden	sjælene

her	hér
argumenterer	argumenterede
han	hans
ligesom	lisom
fra	frederick
de	deres
os	
for	
at	atheath
heath	heath
og	hans
hans	han
folk	folke
ikke	er ikke
alene	er alene
lavet	lavede
dårlig	dårligt
videnskab	videnskab
men	med
at	den
den	
også	osse
var	er
etisk	etiskanløben
anløben	anløbent

og	ovre
ovre	ovrepå
på	
den	denne
anden	andenside
side	siden
af	er
en	
gruppe	gruppetræer
træer	træer
kan	ka
vi	i
høre	høres
højrefløjs	højrefløjsmandens
mandens	
taktfaste	taktfaste
øksehug	øksehuge

vælg	vælg
tilføj	tilføj
eller	og
redigere	rediger
auto	autokorrektur
korrektur	

eller	ellers
det	de
kan	ka
være	vær
at	de
de	
først	kommer
kommer	kom
i	igang
gang	
i	fremtiden
fremtiden	
når	når
mennesket	mennesker
er	udslettet
udslettet	udslettende

nu	når
tror	tro
de	det
måske	måsket
at	jeg
jeg	
var	har
allerhelvedes	allerhelvedes
skuffede	skuffet
og	alt
alt	al
sådan	
noget	nåede
fordi	for
det	de
gik	giksom
som	så
det	de
gik	gik

den	det
ligner	læner
tidligere	tidligeretiders
tiders	
mini	minicykel
cykel	
og	
bringer	bringerminder
minder	mindere
frem	fremom
om	
engelske	engelskecykler
cykler	cykler
fra	for
halvfjerdserne	halvfjerdserne

jari	jarii
har	havde
brugt	brug
en	aflagt
aflagt	
lønningsposen	lønningspose
til	the
indpakning	indpakningen

togtet	toogtres
tusind	tusinde
fem	femhundrede
hundrede	
og	femogfyrre
femogfyrre	femogfirs

dermed	derved
kunne	ku
man	han
håbe	håbes
på	at
at	den
den	
kunne	ku
blive	bliver
en	én
af	at
ledetråde	ledetrådet
til	at
at	
finde	finne
frem	fremtil
til	
teorien	teorierne
om	omalt
alt	al
siger	sir
holger	holgerbech
bech	bech
nielsen	

med	men
tv	tvvar
var	
en	en
klodset	klodsetgammel
gammel	gammeltingest
tingest	tingeste
der	da
kun	kunne
viste	vistes
snevejr	snevejret
med	medmindre
mindre	
den	dén
forlængerledning	forlængerledning
der	da
gjorde	gjort
det	ud
ud	udfor
for	fra
en	én
tinde	
var	
i	direkte
direkte	
kontakt	kontakter
med	ved
min	mine
hud	hude

det	de
var	er
koldt	kold
og	hårdt
hårdt	hård
at	og
ligge	lægge
på	paa
de	det
svedne	svednebjælker
bjælker	bjælkere
og	jeg
jeg	
savnede	sagnedes
inderligt	inderlig
min	mine
varme	varmekåbe
kåbe	
men	mens
vi	vil
var	varede
i	det
det	
mindste	mindst
i	læg
læg	
og	
når	
vi	i
lå	lo
helt	tæt
tæt	tætte
varmede	
vi	ved
hinanden	hinandens
og	til
til	tilsidst
sidst	
faldt	faldt
ransager	ransageren
i	
søvn	søvnen
mens	medens
jeg	lå
lå	lo
lysvågen	lysvågene
og	stirrede
stirrede	stirrede
op	oppe
i	natten
natten	
der	da
alt	altfor
for	
langsomt	langsom
forvandlede	forvandlet
sig	så
fra	for
sort	sorterosa
til	tilrosa
rosa	rosa

først	første
da	der
sollyset	sollysede
de	deserotoninfremmende
serotonin	serotoninfremmende
fremmende	
piller	piller
eller	
hvad	hva
det	de
nu	
var	begyndte
begyndt	begyndte
at	og
gøre	gøres
deres	dets
virkning	virkninger
fik	fiktive
jeg	jer
øjnene	øjnene
op	oppe
for	fra
at	hippiebogen
hippi	hippiebogen
bogen	
ikke	
var	blev
blevet	bleven
mindre	væsentlig
væsentlig	væsentligt
at	og
skrive	skrivet
fordi	for
virkeligheden	virkeligheden
ikke	levede
levede	levet
op	oppe
til	
min	mine
ungdoms	ungdomsstrømme
strømme	

mormor	mormoren
havde	har
aldrig	altid
drevet	dreven
forretning	forretningen
på	paa
andet	andetvis
vis	
end	
ved	at
at	
veje	veje
det	dette
antal	antalgram
gram	gramhendes
hendes	
kunder	kunder
bad	bade
om	omudregne
udregne	udregne
prisen	
og	at
så	sålægge
lægge	lægge
en	
pæn	pænklat
klat	klathest
hest	
oveni	ovenig

den	dens
bølgende	bølgede
mur	murrer
af	er
zombier	zombierne
minder	minder
om	omkæmpebølgen
kæmpe	kæmpebølgen
bølgen	
der	da
altid	er altid
så	sig
brat	bratstopper
stopper	stopper
mit	min
mareridt	mareridte

vi	i
havde	har
gjort	gjorte
noget	nåede
vi	at vi
ikke	kunne
kunne	ku
gøre	gøres
om	omklippet
klippet	
hovederne	hoved
af	ad
vores	vor
bedste	bedstefars
fars	
roser	rose
solgt	solgte
dem	den
løjet	løjede
for	fra
en	
fremmed	fremmedalt
alt	altsammen
sammen	
bare	bar
for	fra
at	
stille	stillet
vores	vor
lyst	lys
til	
chokolade	chokoladen

mens	medens
jeg	jer
gang	
på	pågang
gang	
blev	blevet
indviet	indviet
i	de
de	
følelser	følelse
som	så
rasede	raset
efter	end
næsten	næstentres
tres	tresår
år	årig
begyndte	begyndt
jeg	jer
også	osse
at	få
få	fåby
by	byviadgang
vi	
adgang	
til	
de	det
arkiv	arkivkasser
kasser	
hvor	
drab	drabsagerne
sagerne	
blev	blevet
opbevaret	opbevarede
utilgængelige	utilgængelig
for	forbåde
både	
de	det
involverede	involveret
deres	deres
familier	familie
og	offentligheden
offentligheden	offentligheden

flyet	flygtet
er	har
nu	blevet
blevet	bleven
gennem	gennemchecket
tjekket	
og	at
vi	i
kan	ka
gøre	klar
klar	klare
til	afgang
afgang	afgangen
om	og
et	ét
øjeblik	

jeg	det
har	er
tit	til
tænkt	tænk
på	at
det	dét
når	at
jeg	har
har	havde
set	
andre	andres
barsels	barselskvinder
kvinder	
sætte	sætter
dagsordenen	dagsordene
og	at
påkalde	påkalder
sig	
den	denne
opmærksomhed	opmærksomheder
de	det
så	lidt
let	
kan	ka
få	for

da	der
lurerne	luernes
dør	dører
ud	
er	af
billedet	billede
som	så
før	førnøgle
nøgle	nøgler
og	
skrig	skrige

der	det
var	er
så	trangt
trangt	trangte
i	ikkes
cases	cases
hus	
nu	
det	de
lignede	lignet
i	en
en	
skibs	skibskahyt
kahyt	
efter	eftermåneders
måneders	måneders
rejse	rejsestuen
stuen	
lå	
med	men
indespærringen	indespærringens
så	som
vanens	vanens
mus	mus

når	nårh
man	han
har	havde
mange	mangemyggestik
myggestik	myggestikker
er	
det	de
ikke	dejligt
dejligt	dejlig
længere	længerer
huden	hudene
er	af
øm	ømmyggestikkende
myggestik	
kende	
råber	
ikke	
mere	man
der	det
er	ikke
ikke	
lyd	lyde
i	
dem	
og	at
klingen	klingen
holder	holder
dig	der
vågen	vågene
om	omnatten
natten	natten

erstat	erstat
de	det
markerede	markerende
ord	orde
med	ved
følgende	følgen

palin	palina
drejer	drejede
stadig	stadigt
på	sin
sin	sine
ring	ring

det	de
kan	ka
dårligt	dårlig
gøres	gør
billigere	billigere
under	underbrugstegn
brugstegn	brostegn

landet	landene
kan	ka
sendes	senes
bebrejde	bebrejdes
sig	
selv	for
for	fra
problemerne	problemerne

hver	være
enkelt	enkel
genkendelse	genkendelser
og	af
genfortælling	genfortællingen
forstærker	forstærkede
konstellationen	konstellationer
af	er
billeder	billederne
og	af
viden	videne
der	da
udgør	udgører
erindringen	erindringerne

bliver	blir
man	han
lukket	lukket
ind	inde
eller	af
hvad	hva

i	jeg
kan	ka
altid	altså
sove	sovet
på	vores
vores	vor
gulv	gulve

fire	fireogtres
gange	ganger
i	timen
timen	
farer	fare
vi	vi
op	oppe
som	somom
om	
vi	i
er	blev
blevet	
slået	slåede
under	underknæet
knæet	
med	men
en	gummihammer
gummi	gummihammer
hammer	

der	det
skete	sketes
en	teknisk
teknisk	
fejl	fejlmen
men	mens
det	de
var	efter
efter	et efter
at	lægen
lægen	
har	havde
gjort	
sit	sit
arbejde	arbejder

inde	inde
læber	læber

det	de
kan	ka
bruges	bruge
og	at
bliver	blive
flittigt	flittig
brugt	brug
af	ad
nordmændene	nordmændenes
året	årede
rundt	

ja	jamen
men	med
den	dén
skal	ska
vi	i
ikke	
være	vær
i	isagde
sagde	
gulf	gylfi
den	det
er	har
ødelagt	ødelagte
rådden	råden

jeg	det
havde	har
kendt	kendte
kerry	kerry
da	der
jeg	
var	lille
lille	lillet
og	at
tog	to
med	
far	farmor
og	mor
mor	
til	the
shows	showston
og	
så	som
mødtes	mødte
vi	i
igen	igennem
da	der
adam	adam
og	
jeg	
er	begyndt
begyndt	
at	og
komme	
sammen	samme
og	at
jeg	
er	begyndt
begyndt	
at	og
gå	
til	the
koncerter	koncerterne
igen	

når	nord
han	hans
krøller	krøler
sig	så
sammen	samme
i	sofaen
sofaen	sofaen
ligner	læner
han	hans
en	kæmpesnegl
kæmpe	kæmpesnegl
snegl	
snuden	
er	af
stor	stort
i	
forhold	
til	tilhovedet
hovedet	hoved
han	at han
kan	ka
lide	li
at	jeg
jeg	
stryger	stryger
fingrene	fingrene
forsigtigt	forsigtig
hen	henover
over	
den	dem

pludselig	pludseligt
stod	står
et	det
billede	
af	ad
min	
far	
klar	klar

men	med
nu	det
vil	ville
jeg	fare
fare	fares
ud	med
med	i
mit	min
skuffejern	skuffejerns
min	mine
hakke	hakker
og	om
så	såposen
posen	

da	der
hun	hun
har	havde
læst	læste
min	mine
journal	journaler
og	at
talte	talt
med	men
sygeplejerskerne	sygeplejerskerne
går	gå
hun	hundenunder
nedenunder	nedenunder
igen	igenfor
for	at
at	
tale	
med	
min	mine
familie	
der	da
er	holdt
holdt	
op	oppe
med	at
at	
tale	talet
dæmpet	dæmpe
sammen	samme
og	at
har	have
kastet	
sig	så
over	overhver
hver	hvert
deres	deres
små	småsysler
sysler	

denne	den
fry	frk

en	én
person	personeller
eller	
af	er
firmaets	
hops	hobs
består	bestå
af	er
typisk	typisk
introduktion	introduktioner
der	det
forklarer	forklarede
lidt	let
om	
hvilke	hvilket
informationer	information
man	han
kan	ka
få	får
adgang	adgangen
til	

det	de
er	på
på	portugin
øen	
pen	penrhyn
rin	
som	så
ligger	lægger
på	fra
latitude	latituden
ni	
grader	
syd	sydog
og	
der	det
er	dejligt
dejligt	dejlig
varmt	varm
oppe	oppen
der	dér

hvis	vil
man	mandellen
i	torusmodellen
torus	torusmodellen
modellen	
måler	måler
noget	nogen
lokalt	lokal
vil	ville
man	han
finde	finder
at	den
den	
er	flad
flad	fladt

han	hun
knurrer	knurrer
hvis	vis
en	humlebi
humlebi	humlebinærmer
nærmer	nærme
sig	så
kigger	kikker
så	sig
op	oppe
på	
gulf	gylfi
for	fra
at	og
tjekke	checke
om	han
han	han
har	er
lagt	lagt
mærke	mærket
til	thi
hvor	hvoraf
og	
vågen	vågen
han	
er	har

hun	han
går	gå
stille	stilleroligt
og	af
roligt	rolig
solo	solomed
med	
bolden	bollen
spørger	spørge
og	at
er	blevet
blevet	
hæs	hæst
om	
de	det
ikke	skal
skal	ska
skåle	skåles
for	fra
lille	lillesenna
senna	
som	så
altid	er
er	så
så	dygtig
dygtig	dygtigt
i	skolen
skolen	
er	at
det	de
ikke	ikkerigtigt
rigtigt	rigtig
sød	sødsenna
senna	senna
er	af
du	det
ikke	stadig
stadig	stadigt
en	lille
lille	lilledygtig
dygtig	
pige	piger

de	det
bragte	bragtes
blot	blotbomberne
bomberne	bomberne
til	the
eksplosion	eksplosionen
i	
havet	havet
hvor	hvortrykke
trygge	trykket
dræbte	
fiskene	fiskene
i	hobetal
hobetal	hobetalen
så	som
de	det
var	til
til	at
at	
samle	samle

jeg	de
ville	vil
mærke	mærket
kunne	at kunne
lade	la
min	mine
indre	indredrivkraft
drivkraft	drivkraft
føre	føres
mig	med
eller	at
leve	levet
op	oppe
til	
mine	min
egne	egen
principper	principperne
for	fra
arbejdet	arbejde

hvad	hva
havde	har
han	hans
nogen	nogensinde
sinde	
kendt	kendte
til	at
at	velopdragne
velopdragne	velopdragnes
menneskelige	menneskeligere
relationer	relationers

ofte	ofte
endda	en
kvart	kvartet
det	
ene	enekvart
kvart	
det	de
andet	andethalvt
og	halvt
halvt	halv
det	at det
træde	trædede

hun	han
kunne	ku
lige	ligeså
så	
godt	
have	ha
ladet	ladet
et	ét
værd	være

de	det
har	er
taget	taget
i	mit
mit	
hus	huse

spørger	spør
hun	hund
og	at
lægger	lægger
an	and
til	at
at	og
blande	blande
en	in
campari	campariappelsinjuice
appelsinjuice	

han	hun
gør	gøre
hende	henne
ikke	noget
noget	virkeligt
virkeligt	virkelig
ikke	noget
noget	nåede
han	hende
vi	vil
skal	ska
straffes	straffe
for	fra

der	det
har	er
været	
mange	mangeøver
øver	øvere
hvis	vil
man	han
ellers	kan
kan	ka
tro	true
hvad	hva
folk	
de	det
siger	sir

det	der
er	har
altså	en
en	teaterkrig
teater	teaterkrig
krig	
mellem	imellem
en	wessie
west	wessie
og	og
en	n
ossi	ossie

der	det
var	er
ingen	ingenuger
uger	ugeringen
ingen	ingendeadlines
deadlines	deadliness
der	da
var	har
kun	kunne
de	det
to	
smelte	smelter
ind	
i	hinanden
hinanden	hinanden

find	find
rodet	rodede
filer	

den	denne
tredje	tredjevej
vej	vejer
er	af
mennesket	menneskets
hverken	vejrken
gud	gude
eller	af
djævlen	djævelen

da	der
løftede	løftet
det	de
skrig	skrige
som	
fransk	franskudstødte
udstødte	
sig	så
udelt	udelt
og	uforanderligt
uforanderligt	uforanderlig
det	de
syntes	synes
ikke	at
at	stamme
stamme	
fra	for
et	ét
menneske	
men	med
fra	for
et	ét
martret	martrettinstrument
instrument	
hele	helakorridoren
korridoren	korridonen
gav	gave
genlyd	genlydet
af	at
det	de
hele	helt
huset	huse
måtte	måttet
høre	høret
det	dem

redder	rede
verden	verdenen
ved	at
at	at
analysere	analyserer
en	én
eller	
anden	andeninferiøre
inferiøre	inferiørelyriker
lyriker	lyrikere
i	
hoved	hoveder
og	
røv	røvsammen
sammen	
med	
hende	henne
den	dens
klistrede	klistrende
pakke	pakkemelis
melis	

alle	alles
fiskekuttere	fiskekutterne
er	hjemme
hjemme	hjemmet

hugo	hugo
protesterer	protesterer
selvfølgelig	selvfølgeligt
og	siger
siger	sir
at	hun
hun	
er	mægtig
mægtig	mægtigt
pæn	pænt
og	alt
alt	al
det	der
dér	der

jeg	det
kom	kommer
til	at
at	og
smile	smilet
af	ad
hendes	
bemærkning	bemærkninger
og	at
knuden	knudene
i	imaven
maven	magen
føltes	føles
lidt	lettere
lettere	lette

han	hun
er	har
allerede	
kommet	kommen
ud	ude
af	ad
hospitalet	hospitalets
siger	sir
tante	taneli
kat	katt
og	
et	ét
øjeblik	
tror	tro
jeg	at jeg
hun	
taler	tale
om	og
teddy	teddy
og	jeg
jeg	
er	så
så	
lettet	lettede
at	jeg
jeg	
kunne	ku
tude	tude

nu	nue
beder	beder
vi	i
fader	fare
hvor	hvornår

blåskimmelost	blåskimmeloster
er	
uegnede	uegnet
til	tilfrysning
frysning	frysningen
punktum	

en	ind
latin	latinkyndig
kyndig	
vi	vil
nok	
have	havde
holdt	holdt
sig	så
for	fra
ørerne	ørene
og	at
nogle	nogen
effekt	effekter
på	
de	det
fremmede	fremmede
havde	have
denne	den
sidste	sidst
udgave	udgaver
af	ad
beretningen	beretningen
da	der
heller	hellere
ikke	ik

ili	gilan
blev	bliver
stående	ståen
længe	længet
med	men
tårerne	tårerne
løbende	løbende
ned	nedad
ad	af
kinderne	kinderne
for	forenden
enden	
af	er
den	dens
snedækkede	snedækkede
og	oslagte
i	slagte
slagte	slagteperron
peron	

vælg	vælg
auto	autokorrektur
korrektur	
i	
minu	menu

så	sir
bliver	blir
det	de
måske	dig
dig	der
der	da
bliver	blir
undtagelsen	undtagelse
